AppNumber,Applicant Type,First Name,Middle Name,Last Name,Name Suffix,Institution,Full Address,City,State,Postal Code,Country,Council Date,Year Awarded,Project Title,Category,Program,Division,Approved Outright,Approved Matching,Award Outright,Award Matching,Original Amount,Begin Grant,End Grant,Project Description,To Support Statement,Supplement Amount,Supplement Count,Supplementary Fields need work (may repeat?)
FB-0003-79,I,Elliott,,Antokoletz,,Unknown,,,,,,1978-11,1979,"Fellowship, Music",Humanities,Fellowships for College Teachers and Independent Scholars,Research Programs,"$9,618.00",$0.00,"$9,618.00",$0.00,"$9,618.00",2/1/80,7/31/80,,,,0,-
CM-0986-77,O,William,H.,Applegate,,State Historical Society of Wisconsin,Madison WI 53706,Madison,WI,53706,USA,1977-08,1977,Challenge Grant,Humanities,Museum Challenge Grants,Challenge Grants,$0.00,"$300,000.00",$0.00,"$300,000.00","$300,000.00",9/1/77,6/30/81,,,,0,-
CE-1003-77,O,Mortimer,H.,Appley,,Clark University,Worcester MA 1610,Worcester,MA,1610,USA,1977-08,1977,Challenge Grant,Humanities,Education Challenge Grants,Challenge Grants,$0.00,"$240,000.00",$0.00,"$240,000.00","$240,000.00",7/1/77,6/30/82,,,,0,-
GM-1259-78,O,Robert,R.,Archibald,,Western Heritage Center,Billings MT 59101,Billings,MT,59101,USA,1978-08,1978,Native American Life in the Yellowstone Valley,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$6,817.39",$0.00,"$6,817.39",$0.00,"$6,817.39",9/1/78,2/28/79,,,,0,-
GY-1479-78,O,Karen,,Argenti,,CUNY Research Foundation,New York NY 10036,New York,NY,10036,USA,1978-08,1978,An Oral History of Little Italy of the Bronx: Neighborhood as an Institution,Humanities,Younger Scholars - 02/76 thru 02/85,Public Programs,"$8,347.90",$0.00,"$8,347.90",$0.00,"$8,347.90",11/1/78,1/31/80,,,,0,-
FS-0116-79,O,Samuel,G.,Armistead,,University of Pennsylvania,Philadelphia PA 19104,Philadelphia,PA,19104,USA,1978-11,1979,"Seminar: ""From Epic to Ballad in the Hispanic Tradition""","History, General",Seminars for College Teachers,Education Programs,"$54,812.00",$0.00,"$54,812.00",$0.00,"$54,812.00",1/1/79,9/30/79,,,,0,-
GM-1104-77,O,Carl,H.,Armstrong,,"Indiana State Museum Society, Inc.",Indianapolis IN 46204,Indianapolis,IN,46204,USA,1977-08,1977,A Self Study for Analysis of Indiana's Division of Historic Preservation,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$15,286.75",$0.00,"$15,286.75",$0.00,"$15,286.75",2/15/78,2/15/79,,,,0,-
CE-0914-77,O,Gregory,,Armstrong,,Sweet Briar College,Sweet Briar VA 24595,Sweet Briar,VA,24595,USA,1977-08,1978,Challenge Grants,Humanities,Education Challenge Grants,Challenge Grants,$0.00,"$195,000.00",$0.00,"$195,000.00","$195,000.00",1/1/77,6/30/80,,,,0,-
FT-0007-79,I,Paul,B.,Armstrong,,Unknown,,,,,,1979-02,1979,"Fellowship, Languages",Humanities,Summer Stipends,Research Programs,"$2,500.00",$0.00,"$2,500.00",$0.00,"$2,500.00",5/1/79,9/30/79,,,,0,-
RL-0927-78,O,Walter,,Arndt,,Dartmouth College,Hanover NH 3755,Hanover,NH,3755,USA,1978-05,1978,Prosidic Verse Translation of Pushkin's Poltava,Humanities,Translations,Research Programs,"$7,761.00",$0.00,"$7,761.00",$0.00,"$7,761.00",1/1/79,7/1/79,,,,0,-
ES-0655-78,O,Greig,W.,Arnold,,Makah Tribe,Neah Bay WA 98357,Neah Bay,WA,98357,USA,1978-02,1978,MAKAH LANGUAGE PROGRAM,Humanities,Institutes for School Teachers,Education Programs,"$90,058.00",$0.00,"$88,483.32",$0.00,"$88,483.32",6/1/78,3/31/81,,,,0,-
GP-1156-78,O,James,E.,Arnold,,Legis 50/Center for Legislative Improvement,Denver CO 80204,Denver,CO,80204,USA,1978-05,1978,Legislative Ethics Project,Humanities,Special Projects,Public Programs,"$110,000.00",$0.00,"$110,000.00",$0.00,"$110,000.00",6/1/78,5/31/80,,,,0,-
RP-0650-78,O,Kenneth,L.,Arnold,,Temple University Press,Philadelphia PA 19122,Philadelphia,PA,19122,USA,1978-02,1978,Jewish Law and Decision Making Through the Ages: Vol.I-Crim Law by A. Sohreiber,Humanities,Scholarly Publications,Research Programs,"$4,000.00",$0.00,"$4,000.00",$0.00,"$4,000.00",3/1/78,2/29/80,,,,0,-
RP-0531-79,O,Kenneth,L.,Arnold,,Temple University,Philadelphia PA 19122,Philadelphia,PA,19122,USA,1979-02,1979,"PUBLICATION OF 20TH CENTURY LTD: INDUSTRIAL DESIGN IN AMERICA,1925-39 BY J.L.MEIKLE",Humanities,Scholarly Publications,Research Programs,"$4,973.35",$0.00,"$4,973.35",$0.00,"$4,973.35",3/1/79,12/30/79,,"To publish a history of industrial design in the United States during the period 1925-1939, and of such designers as Bel Geddes and Loewy",,0,-
RL-0498-79,I,E. B.,,Ashton,,Unknown,,,,,,1979-02,1979,Translation of Von der Wahrheit (On Truth) by Karl Jaspers,"Literature, General",Translations,Research Programs,"$32,000.00",$0.00,"$3,500.00",$0.00,"$3,500.00",10/1/79,9/30/82,,On Truth embodies Jaspers' contributions to epistemology and the study of man.,,0,-
FB-0004-79,I,Denise,T.,Askin,,Unknown,,,,,,1978-11,1979,"Fellowship, English",Humanities,Fellowships for College Teachers and Independent Scholars,Research Programs,"$17,593.00",$0.00,"$17,593.00",$0.00,"$17,593.00",7/1/79,6/30/80,,,,0,-
EH-0881-78,O,Douglas,M.,Astolfi,,National University Extension Association,Washington DC 20036,Washington,DC,20036,USA,1978-02,1978,A Series of Regional Workshops in Humanities Continuing Education,Education; Humanities,Institutes for College and University Teachers,Education Programs,"$490,877.00",$0.00,"$490,877.00",$0.00,"$490,877.00",7/1/78,3/16/81,,To improve community access to humanities programs; to improve college level instruction offered to adults and to disseminate results of earlier NEH projects. Proj. Director,,0,-
OP-1216-79,O,Frank,J.,Atelsek,,NSF/American Council on Education,,,,,USA,1979-08,1979,Higher Education Panel,Humanities,Planning & Assessment Studies,Miscellaneous Humanities Projects,"$77,259.00",$0.00,"$77,259.00",$0.00,"$77,259.00",7/1/79,6/30/80,,This statistical sample of the nation's colleges and universities forms the basis for a survey system used to gather information for policy and planning purposes.,,0,-
RT-1236-79,O,Aziz,S.,Atiya,,University of Utah,Salt Lake City UT 84112,Salt Lake City,UT,84112,USA,1979-08,1979,Coptic Encyclopaedia [CE],Humanities,Reference Materials - Tools,Preservation and Access,"$100,000.00","$252,290.50","$100,000.00","$252,290.50","$352,290.50",9/1/79,2/28/85,,To prepare an encyclopedia of Coptic religion and culture.,,0,-
RT-0193-78,O,George,,Atiyeh,,Middle East Studies Association,New York NY 10003,New York,NY,10003,USA,1977-11,1978,Near East National Union Catalog,Humanities,Reference Materials - Tools,Preservation and Access,"$259,195.00","$50,000.00","$153,752.21","$50,000.00","$203,752.21",1/1/78,1/31/82,,,,0,-
GM-1537-78,O,Carolyn,C.,Atkins,,Menaul Historical Library,Albuquerque NM 87107,Albuquerque,NM,87107,USA,1978-08,1978,"Interpretive Exhibit on Hispanic Protest ants in New Mexico, C. 1860-C. 1930",Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$10,000.00",$0.00,"$10,000.00",$0.00,"$10,000.00",1/1/79,12/31/79,,,,0,-
FT-0008-79,I,George,F.,Aubin,,Unknown,,,,,,1979-02,1979,"Fellowship, Linguistics",Humanities,Summer Stipends,Research Programs,"$2,500.00",$0.00,"$2,500.00",$0.00,"$2,500.00",5/1/79,9/30/79,,,,0,-
GZ-1042-79,O,Joel,M.,Auble,,State University of West Georgia,Carrollton GA 30118,Carrollton,GA,30118,USA,1979-05,1979,Kid College: Summer Opportunities for Young People,Humanities,Humanities Projects for Youth,Public Programs,"$5,097.42",$0.00,"$5,097.42",$0.00,"$5,097.42",7/1/79,6/30/80,,"To support 'Kid College,' a humanities program consisting of summer classes focussing on dialogues with humanists, and study of the humanities and ""real life"" esperiences through simulation, re-enactment, and roleplay.",,0,-
FT-0009-79,I,David,D.,Auerbach,,Unknown,,,,,,1979-02,1979,"Fellowship, Philosophy",Humanities,Summer Stipends,Research Programs,"$2,500.00",$0.00,"$2,500.00",$0.00,"$2,500.00",5/1/79,9/30/79,,,,0,-
FP-0049-79,O,Jerold,Stephen,Auerbach,,Wellesley College,Wellesley MA 2481,Wellesley,MA,2481,USA,1978-11,1979,"Seminar: ""Lawyers and Justice in American Society""","Interdisciplinary Studies, General",Fellowships & Stipends For Professionals,Fellowships and Seminars,"$35,110.23",$0.00,"$35,110.23",$0.00,"$35,110.23",12/1/78,8/31/79,,,,0,-
ED-0437-73,O,J.,B.,Ault,,"St. John's College, Santa Fe",Santa Fe NM 87505,Santa Fe,NM,87505,USA,1973-05,1973,Development Project,Humanities,Education Development and Demonstration,Education Programs,"$400,650.00","$150,273.00","$400,650.00","$150,273.00","$550,923.00",7/1/73,6/30/79,,,,0,-
RL-0399-79,I,Michael,A.,Aung-Thwin,,Unknown,,,,,,1979-02,1979,AN ANNOTATED TRANSLATION OF THE INSCRIPT IONS OF PAGAN:11TH TO THE 14TH CENTURIES,"Literature, General",Translations,Research Programs,"$19,980.00",$0.00,"$19,980.00",$0.00,"$19,980.00",4/1/79,3/31/80,,These collections of donative records made to the Buddhist church contain considerable information on the nature of state and society in early Burma.,,0,-
FB-0005-79,I,Cheryl,,Austen,,Unknown,,,,,,1978-11,1979,"Fellowship, Linguistics",Humanities,Fellowships for College Teachers and Independent Scholars,Research Programs,"$19,462.00",$0.00,"$19,462.00",$0.00,"$19,462.00",6/1/79,5/31/80,,,,0,-
RE-1449-78,O,J. B.,,Avalle-Arce,,"University of North Carolina, Chapel Hill",Chapel Hill NC 27599,Chapel Hill,NC,27599,USA,1978-08,1978,"Edition of Fernandez De Oviedo's ""Batall as Y Quinquagenas""",Humanities,Editions,Research Programs,"$56,000.00",$0.00,"$56,000.00",$0.00,"$56,000.00",10/1/78,9/30/80,,,,0,-
GM-0982-79,O,John,C.,Awald,,Agricultural Heritage Museum,Brookings SD 57007,Brookings,SD,57007,USA,1979-05,1979,Adaptive reuse of Stock Judging Pavilion,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$6,764.00",$0.00,"$6,764.00",$0.00,"$6,764.00",7/1/79,6/30/80,,To refine the planning for the adaptive reuse of the old Stock Judging Pavilion as the permanent home of the Agricultural Heritage Museum.,,0,-
GY-1398-78,O,Richard,W.,Axt,,New York State Historical Association,Cooperstown NY 13326,Cooperstown,NY,13326,USA,1978-08,1978,"A Folklife Documentary Film of Dudley Fraser, Upstate New York Basketmaker",Humanities,Younger Scholars - 02/76 thru 02/85,Public Programs,"$7,225.00",$0.00,"$7,225.00",$0.00,"$7,225.00",10/1/78,6/30/80,,,,0,-
RO-0217-75,O,James,E.,Ayres,,University of Arizona,Tucson AZ 85721,Tucson,AZ,85721,USA,1974-10,1975,"Analysis of Artifacts from Tucson, Arizo na's Urban Renewal Area",Humanities,Basic Research,Research Programs,"$115,280.00",$0.00,"$115,280.00",$0.00,"$115,280.00",1/1/75,9/30/79,,,,0,-
EC-0810-78,O,J. Leonard,,Azneer,,College of Osteopathic Medicine of the Pacific,Belmont CA 91766,Belmont,CA,91766,USA,1978-02,1978,Consultant Grant,Humanities,Education Consultant Grants,Education Programs,"$1,714.02",$0.00,"$1,714.02",$0.00,"$1,714.02",3/23/78,8/31/79,,,,0,-
EC-0457-77,O,Stephen,R.,Baar,,"Westminster College, Salt Lake City",Salt Lake City UT 84105,Salt Lake City,UT,84105,USA,1977-02,1977,CONSULTANT GRANT,Humanities,Education Consultant Grants,Education Programs,"$1,294.51",$0.00,"$1,294.51",$0.00,"$1,294.51",3/15/77,5/31/79,,,,0,-
RH-0859-78,O,Daniel,L.,Babcock,,"NSF/University of Missouri, Rolla",,,,,USA,1978-02,1978,Values and the Publid Works Practitioner,Humanities,"Humanities, Science, and Technology",Research Programs,"$11,692.00",$0.00,"$11,692.00",$0.00,"$11,692.00",6/1/78,4/1/79,,,,0,-
GZ-1239-78,O,Elmo,L.,Baca,,Citizen's Commission for History Preservation,Las Vegas NM 87701,Las Vegas,NM,87701,USA,1978-05,1978,Photographic Survey of Historic Las Vegas,Humanities,Humanities Projects for Youth,Public Programs,"$20,105.00",$0.00,"$20,105.00",$0.00,"$20,105.00",9/1/78,12/31/79,,,,0,-
GM-1249-77,O,Jere,L.,Bacharach,,University of Washington,Seattle WA 98105,Seattle,WA,98105,USA,1977-08,1977,The Warp and Weft of Islam,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$45,562.00",$0.00,"$45,562.00",$0.00,"$45,562.00",11/1/77,12/31/79,,,,0,-
EC-1123-79,O,Carol,,Bachman,,Tunxis Community College,Farmington CT 6032,Farmington,CT,6032,USA,1979-05,1979,Consultant Grant,Humanities,Education Consultant Grants,Education Programs,"$3,351.83",$0.00,"$3,351.83",$0.00,"$3,351.83",6/1/79,12/31/80,,"Consultant help is sought in reviewing humanities courses to determine means ofmaking individual courses more applicable to current students, and in recommending means of reaching out to potential students.",,0,-
ES-1271-78,O,Earl,L.,Backman,,"University of North Carolina, Charlotte",Charlotte NC 28223,Charlotte,NC,28223,USA,1978-08,1978,Secondary School Teacher Institute in No n-Western Areas,Humanities,Institutes for School Teachers,Education Programs,"$51,683.00",$0.00,"$51,683.00",$0.00,"$51,683.00",2/1/79,6/30/80,,,,0,-
CM-0976-78,O,James,R.,Backstrom,,Maryland Academy of Sciences,Baltimore MD 21230,Baltimore,MD,21230,USA,1978-05,1979,Challenge Grant,Humanities,Museum Challenge Grants,Challenge Grants,$0.00,"$120,000.00",$0.00,"$120,000.00","$120,000.00",1/15/78,6/30/81,,,,0,-
GP-1164-77,O,John,,Badgley,,Institute of the Rockies,Missoula MT 59801,Missoula,MT,59801,USA,1977-08,1977,Columbia River Watch,Humanities,Special Projects,Public Programs,"$126,060.00",$0.00,"$126,060.00",$0.00,"$126,060.00",10/1/77,1/31/79,,,,0,-
EH-1448-79,O,Pedro,E.,Badillo Gerena,,University of Puerto Rico Regional Colleges Administration,Rio Piedras PR 931,Rio Piedras,PR,931,USA,1900-01,1979,An Island in History: The Puerto Rican Historical Experience,"Hispanic American Studies; History, General",Institutes for College and University Teachers,Education Programs,"$17,176.00",$0.00,"$17,176.00",$0.00,"$17,176.00",9/1/79,12/31/80,,Planning for a proposed public television/curriculum project on Puerto Rican history. Proj. Director,,0,-
RX-0443-79,O,Roger,,Bagnall,,Columbia University,New York NY 10027,New York,NY,10027,USA,1979-02,1979,Sixteenth International Congress of Papyrology,"Interdisciplinary Studies, General",Conferences,Research Programs,"$12,000.00","$1,645.25","$12,000.00","$1,645.25","$13,645.25",9/1/79,12/31/80,,An international congress of scholars actively working in the editing and study of Greek and Egyptian papyrus texts.,,0,-
GM-0956-79,O,Richard,,Bagwell,,"San Francisco Early Music Society, Inc.",San Francisco CA 94102,San Francisco,CA,94102,USA,1979-05,1979,Shakespeare's World: Alive by the Bay,"Literature, General","Museums and Historical Organizations, Humanities Projects in",Public Programs,"$11,000.00",$0.00,"$11,000.00",$0.00,"$11,000.00",8/1/79,12/31/79,,To fund a series of six lecture-demonstrations on the performing arts of the Elizabethan era in conjunction with the Folger Shakespeare Library exhibit at the California Academy of Sciences.,,0,-
RX-1372-79,O,Erhard,,Bahr,,"University of California, Los Angeles",Los Angeles CA 90095,Los Angeles,CA,90095,USA,1979-08,1979,UCLA International Lessing Mendelssohn Symposium,Humanities,Conferences,Research Programs,"$8,640.90",$0.00,"$8,640.90",$0.00,"$8,640.90",9/1/79,8/31/80,,"Supports an international conference of Lessing-Mendelssohn scholars. Focus on theoretical works of Lessing and Mendelssohn, including perspectives on 18th-century society and politics.",,0,-
EI-1161-77,O,Ben,E.,Bailey,,Tougaloo College,Tougaloo MS 39174,Tougaloo,MS,39174,USA,1977-08,1977,An Interdisciplinary Career-Oriented Hum anities Major,Humanities,Institutional Development,Education Programs,"$116,348.00",$0.00,"$116,348.00",$0.00,"$116,348.00",9/1/77,8/31/80,,,,0,-
RL-0370-79,I,Clinton,,Bailey,,Unknown,,,,,,1979-02,1979,Translation of Bedouin Poetry From Sinai and the Negev,"Literature, General",Translations,Research Programs,"$10,100.00",$0.00,"$10,100.00",$0.00,"$10,100.00",3/1/79,2/28/80,,To translate approximately 350 Bedouin poems.,,0,-
FS-1084-77,O,Dudley,,Bailey,,"University of Nebraska, Lincoln",Lincoln NE 68588,Lincoln,NE,68588,USA,1977-08,1977,ARISTOTLE'S RHETORIC,Humanities,Seminars for College Teachers,Education Programs,"$44,653.72",$0.00,"$44,653.72",$0.00,"$44,653.72",1/1/79,9/30/79,,,,0,-
RX-0693-78,I,Joyce,W.,Bailey,,Unknown,,,,,,1978-02,1978,HANDBOOK OF LATIN AMERICAN ART: A PLANNING CONFERENCE,Humanities,Conferences,Research Programs,"$16,135.00",$0.00,"$16,135.00",$0.00,"$16,135.00",10/1/78,6/30/79,,,,0,-
CN-0967-78,O,Richard,M.,Bailey,,"University of Missouri, Columbia",Columbia MO 65211,Columbia,MO,65211,USA,1978-05,1979,Challenge Grant,Humanities,Media Challenge Grants,Challenge Grants,$0.00,"$15,000.00",$0.00,"$15,000.00","$15,000.00",10/1/77,6/30/82,,,,0,-
RX-0363-78,O,Richard,W.,Bailey,,"University of Michigan, Ann Arbor",Ann Arbor MI 48109,Ann Arbor,MI,48109,USA,1977-11,1978,INTERNATIONAL CONFERENCE ON THE SEMIOTICS OF ART,Humanities,Conferences,Research Programs,"$29,426.00",$0.00,"$29,426.00",$0.00,"$29,426.00",12/1/77,1/31/79,,,,0,-
RO-0444-77,O,Bernard,,Bailyn,,Harvard University,Cambridge MA 2138,Cambridge,MA,2138,USA,1977-02,1977,The Peopling of America,Humanities,Basic Research,Research Programs,$0.00,"$165,138.00",$0.00,"$165,138.00","$165,138.00",3/1/77,9/30/83,,,,0,-
FT-0010-79,I,C,E.,Baker,,Unknown,,,,,,1979-02,1979,"Fellowship, Law and Jurisprudence",Humanities,Summer Stipends,Research Programs,"$2,500.00",$0.00,"$2,500.00",$0.00,"$2,500.00",5/1/79,9/30/79,,,,0,-
GN-0601-78,O,Frank,,Baker,,Western Iowa Tech,,,,,USA,1978-02,1978,HUMANITIES PLANNING GRANT,Humanities,"Media, Humanities Projects in",Public Programs,"$5,437.20",$0.00,"$5,437.20",$0.00,"$5,437.20",3/1/78,10/31/79,,,,0,-
FS-0148-79,O,Gordon,E.,Baker,,"University of California, Santa Barbara",Santa Barbara CA 93106,Santa Barbara,CA,93106,USA,1978-11,1979,"Seminar: ""The Challenge of Direct Democracy to Representa- tive Government""",Humanities,Seminars for College Teachers,Education Programs,"$44,667.77",$0.00,"$44,667.77",$0.00,"$44,667.77",1/1/79,12/31/79,,,,0,-
FS-1218-79,O,Gordon,E.,Baker,,"University of California, Santa Barbara",Santa Barbara CA 93106,Santa Barbara,CA,93106,USA,1979-08,1979,Reapportionment in the 1980s and the 1980's & Quest for FairRepresentation,Humanities,Seminars for College Teachers,Education Programs,"$45,446.00",$0.00,"$45,446.00",$0.00,"$45,446.00",1/1/80,1/30/81,,,,0,-
FR-0778-77,O,Anna,,Balakian,,New York University,New York NY 10012,New York,NY,10012,USA,1977-05,1977,From Symbolism to Surrealism,Humanities,Residential College Teacher - 1976 thru 1981,Research Programs,"$39,620.00",$0.00,"$39,620.00",$0.00,"$39,620.00",1/1/78,6/30/80,,,,0,-
